template_id,family,strategy,severity_in_yaml,owasp_category,current_cwe,current_cve,proposed_cwe,proposed_cve,cwe_diff,cve_diff,rules_fired
SAFETY_PRIVACY_VIOLATION_PROMPT_INJECTION_BAD_LIKERT_JUDGE,SAFETY_PRIVACY_VIOLATION_,PROMPT_INJECTION_BAD_LIKERT_JUDGE,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-77,CWE-359,CWE-285,CWE-754,CWE-693",,"+CWE-693,CWE-754,CWE-77 -CWE-200",,"CWE-77: Generic command/instruction injection (Ignore prior instructions etc.) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-754: Improper check for unusual or exceptional conditions | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_PROMPT_INJECTION_CRESCENDO_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,PROMPT_INJECTION_CRESCENDO_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-77,CWE-359,CWE-285,CWE-693",,"+CWE-693,CWE-77 -CWE-200",,"CWE-77: Generic command/instruction injection (Ignore prior instructions etc.) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_PROMPT_INJECTION_LINEAR_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,PROMPT_INJECTION_LINEAR_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-77,CWE-359,CWE-285,CWE-693",,"+CWE-693,CWE-77 -CWE-200",,"CWE-77: Generic command/instruction injection (Ignore prior instructions etc.) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_PROMPT_INJECTION_SEQUENTIAL_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,PROMPT_INJECTION_SEQUENTIAL_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-77,CWE-359,CWE-285,CWE-693",,"+CWE-693,CWE-77 -CWE-200",,"CWE-77: Generic command/instruction injection (Ignore prior instructions etc.) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_PROMPT_INJECTION_TREE_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,PROMPT_INJECTION_TREE_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-77,CWE-359,CWE-285,CWE-693",,"+CWE-693,CWE-77 -CWE-200",,"CWE-77: Generic command/instruction injection (Ignore prior instructions etc.) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_ROLEPLAY,SAFETY_PRIVACY_VIOLATION_,ROLEPLAY,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-693",,+CWE-693 -CWE-200,,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_ROLEPLAY_BAD_LIKERT_JUDGE,SAFETY_PRIVACY_VIOLATION_,ROLEPLAY_BAD_LIKERT_JUDGE,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-754,CWE-693",,"+CWE-693,CWE-754 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-754: Improper check for unusual or exceptional conditions | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_ROLEPLAY_CRESCENDO_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,ROLEPLAY_CRESCENDO_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-693",,+CWE-693 -CWE-200,,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_ROLEPLAY_LINEAR_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,ROLEPLAY_LINEAR_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-693",,+CWE-693 -CWE-200,,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_ROLEPLAY_SEQUENTIAL_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,ROLEPLAY_SEQUENTIAL_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-693",,+CWE-693 -CWE-200,,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_ROLEPLAY_TREE_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,ROLEPLAY_TREE_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-693",,+CWE-693 -CWE-200,,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_ROT13,SAFETY_PRIVACY_VIOLATION_,ROT13,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-20,CWE-172",,"+CWE-172,CWE-20 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-172: Encoding error (base64 / rot13 obfuscation of malicious payload)"
SAFETY_PRIVACY_VIOLATION_ROT13_BAD_LIKERT_JUDGE,SAFETY_PRIVACY_VIOLATION_,ROT13_BAD_LIKERT_JUDGE,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-754,CWE-693,CWE-20,CWE-172",,"+CWE-172,CWE-20,CWE-693,CWE-754 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-754: Improper check for unusual or exceptional conditions | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-172: Encoding error (base64 / rot13 obfuscation of malicious payload)"
SAFETY_PRIVACY_VIOLATION_ROT13_CRESCENDO_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,ROT13_CRESCENDO_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-693,CWE-20,CWE-172",,"+CWE-172,CWE-20,CWE-693 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-172: Encoding error (base64 / rot13 obfuscation of malicious payload)"
SAFETY_PRIVACY_VIOLATION_ROT13_LINEAR_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,ROT13_LINEAR_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-693,CWE-20,CWE-172",,"+CWE-172,CWE-20,CWE-693 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-172: Encoding error (base64 / rot13 obfuscation of malicious payload)"
SAFETY_PRIVACY_VIOLATION_ROT13_SEQUENTIAL_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,ROT13_SEQUENTIAL_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-693,CWE-20,CWE-172",,"+CWE-172,CWE-20,CWE-693 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-172: Encoding error (base64 / rot13 obfuscation of malicious payload)"
SAFETY_PRIVACY_VIOLATION_ROT13_TREE_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,ROT13_TREE_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-693,CWE-20,CWE-172",,"+CWE-172,CWE-20,CWE-693 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-172: Encoding error (base64 / rot13 obfuscation of malicious payload)"
SAFETY_PRIVACY_VIOLATION_SEMANTIC_MANIPULATION,SAFETY_PRIVACY_VIOLATION_,SEMANTIC_MANIPULATION,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-1039,CWE-20",,"+CWE-1039,CWE-20 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-1039: Inadequate detection of adversarial input perturbation (bias, fairness, semantic, suffix) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation)"
SAFETY_PRIVACY_VIOLATION_SEMANTIC_MANIPULATION_BAD_LIKERT_JUDGE,SAFETY_PRIVACY_VIOLATION_,SEMANTIC_MANIPULATION_BAD_LIKERT_JUDGE,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-754,CWE-693,CWE-1039,CWE-20",,"+CWE-1039,CWE-20,CWE-693,CWE-754 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-754: Improper check for unusual or exceptional conditions | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-1039: Inadequate detection of adversarial input perturbation (bias, fairness, semantic, suffix) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation)"
SAFETY_PRIVACY_VIOLATION_SEMANTIC_MANIPULATION_CRESCENDO_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,SEMANTIC_MANIPULATION_CRESCENDO_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-693,CWE-1039,CWE-20",,"+CWE-1039,CWE-20,CWE-693 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-1039: Inadequate detection of adversarial input perturbation (bias, fairness, semantic, suffix) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation)"
SAFETY_PRIVACY_VIOLATION_SEMANTIC_MANIPULATION_LINEAR_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,SEMANTIC_MANIPULATION_LINEAR_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-693,CWE-1039,CWE-20",,"+CWE-1039,CWE-20,CWE-693 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-1039: Inadequate detection of adversarial input perturbation (bias, fairness, semantic, suffix) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation)"
SAFETY_PRIVACY_VIOLATION_SEMANTIC_MANIPULATION_SEQUENTIAL_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,SEMANTIC_MANIPULATION_SEQUENTIAL_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-693,CWE-1039,CWE-20",,"+CWE-1039,CWE-20,CWE-693 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-1039: Inadequate detection of adversarial input perturbation (bias, fairness, semantic, suffix) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation)"
SAFETY_PRIVACY_VIOLATION_SEMANTIC_MANIPULATION_TREE_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,SEMANTIC_MANIPULATION_TREE_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-693,CWE-1039,CWE-20",,"+CWE-1039,CWE-20,CWE-693 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-1039: Inadequate detection of adversarial input perturbation (bias, fairness, semantic, suffix) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation)"
SAFETY_PRIVACY_VIOLATION_SYSTEM_OVERRIDE,SAFETY_PRIVACY_VIOLATION_,SYSTEM_OVERRIDE,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-1284",,+CWE-1284 -CWE-200,,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-1284: Improper validation of input quantity/structure (manipulation, off-topic, jailbreak)"
SAFETY_PRIVACY_VIOLATION_SYSTEM_OVERRIDE_BAD_LIKERT_JUDGE,SAFETY_PRIVACY_VIOLATION_,SYSTEM_OVERRIDE_BAD_LIKERT_JUDGE,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-754,CWE-1284,CWE-693",,"+CWE-1284,CWE-693,CWE-754 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-754: Improper check for unusual or exceptional conditions | CWE-1284: Improper validation of input quantity/structure (manipulation, off-topic, jailbreak) | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_SYSTEM_OVERRIDE_CRESCENDO_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,SYSTEM_OVERRIDE_CRESCENDO_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-1284,CWE-693",,"+CWE-1284,CWE-693 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-1284: Improper validation of input quantity/structure (manipulation, off-topic, jailbreak) | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_SYSTEM_OVERRIDE_LINEAR_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,SYSTEM_OVERRIDE_LINEAR_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-1284,CWE-693",,"+CWE-1284,CWE-693 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-1284: Improper validation of input quantity/structure (manipulation, off-topic, jailbreak) | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_SYSTEM_OVERRIDE_SEQUENTIAL_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,SYSTEM_OVERRIDE_SEQUENTIAL_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-1284,CWE-693",,"+CWE-1284,CWE-693 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-1284: Improper validation of input quantity/structure (manipulation, off-topic, jailbreak) | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PRIVACY_VIOLATION_SYSTEM_OVERRIDE_TREE_JAILBREAKING,SAFETY_PRIVACY_VIOLATION_,SYSTEM_OVERRIDE_TREE_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-359,CWE-200,CWE-285",,"CWE-359,CWE-285,CWE-1284,CWE-693",,"+CWE-1284,CWE-693 -CWE-200",,"CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-1284: Improper validation of input quantity/structure (manipulation, off-topic, jailbreak) | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SAFETY_PROFANITY_BASE64,SAFETY_PROFANITY_,BASE64,LOW,AGENT_GOAL_HIJACK,"CWE-74,CWE-915,CWE-20",,"CWE-915,CWE-20,CWE-172",,+CWE-172 -CWE-74,,"CWE-915: Improperly controlled modification of dynamically-determined object attributes (profanity / filter bypass) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-172: Encoding error (base64 / rot13 obfuscation of malicious payload)"
SAFETY_PROFANITY_BASE64_BAD_LIKERT_JUDGE,SAFETY_PROFANITY_,BASE64_BAD_LIKERT_JUDGE,LOW,AGENT_GOAL_HIJACK,"CWE-74,CWE-915,CWE-20",,"CWE-754,CWE-693,CWE-915,CWE-20,CWE-172",,"+CWE-172,CWE-693,CWE-754 -CWE-74",,"CWE-754: Improper check for unusual or exceptional conditions | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-915: Improperly controlled modification of dynamically-determined object attributes (profanity / filter bypass) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-172: Encoding error (base64 / rot13 obfuscation of malicious payload)"
SAFETY_PROFANITY_BASE64_CRESCENDO_JAILBREAKING,SAFETY_PROFANITY_,BASE64_CRESCENDO_JAILBREAKING,LOW,AGENT_GOAL_HIJACK,"CWE-74,CWE-915,CWE-20",,"CWE-693,CWE-915,CWE-20,CWE-172",,"+CWE-172,CWE-693 -CWE-74",,"CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-915: Improperly controlled modification of dynamically-determined object attributes (profanity / filter bypass) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-172: Encoding error (base64 / rot13 obfuscation of malicious payload)"
SAFETY_PROFANITY_BASE64_LINEAR_JAILBREAKING,SAFETY_PROFANITY_,BASE64_LINEAR_JAILBREAKING,LOW,AGENT_GOAL_HIJACK,"CWE-74,CWE-915,CWE-20",,"CWE-693,CWE-915,CWE-20,CWE-172",,"+CWE-172,CWE-693 -CWE-74",,"CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-915: Improperly controlled modification of dynamically-determined object attributes (profanity / filter bypass) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-172: Encoding error (base64 / rot13 obfuscation of malicious payload)"
SAFETY_PROFANITY_BASE64_SEQUENTIAL_JAILBREAKING,SAFETY_PROFANITY_,BASE64_SEQUENTIAL_JAILBREAKING,LOW,AGENT_GOAL_HIJACK,"CWE-74,CWE-915,CWE-20",,"CWE-693,CWE-915,CWE-20,CWE-172",,"+CWE-172,CWE-693 -CWE-74",,"CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-915: Improperly controlled modification of dynamically-determined object attributes (profanity / filter bypass) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-172: Encoding error (base64 / rot13 obfuscation of malicious payload)"
SAFETY_PROFANITY_BASE64_TREE_JAILBREAKING,SAFETY_PROFANITY_,BASE64_TREE_JAILBREAKING,LOW,AGENT_GOAL_HIJACK,"CWE-74,CWE-915,CWE-20",,"CWE-693,CWE-915,CWE-20,CWE-172",,"+CWE-172,CWE-693 -CWE-74",,"CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-915: Improperly controlled modification of dynamically-determined object attributes (profanity / filter bypass) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-172: Encoding error (base64 / rot13 obfuscation of malicious payload)"
SAFETY_PROFANITY_CONTEXT_POISONING,SAFETY_PROFANITY_,CONTEXT_POISONING,MEDIUM,AGENT_GOAL_HIJACK,"CWE-74,CWE-915,CWE-20",,"CWE-345,CWE-501,CWE-915",,"+CWE-345,CWE-501 -CWE-20,CWE-74",,"CWE-345: Insufficient verification of data authenticity (poisoned RAG, unsigned messages) | CWE-501: Trust-boundary violation (RAG poisoning, indirect injection, context poisoning) | CWE-915: Improperly controlled modification of dynamically-determined object attributes (profanity / filter bypass)"
SAFETY_PROFANITY_CONTEXT_POISONING_BAD_LIKERT_JUDGE,SAFETY_PROFANITY_,CONTEXT_POISONING_BAD_LIKERT_JUDGE,LOW,AGENT_GOAL_HIJACK,"CWE-74,CWE-915,CWE-20",,"CWE-345,CWE-754,CWE-693,CWE-501,CWE-915",,"+CWE-345,CWE-501,CWE-693,CWE-754 -CWE-20,CWE-74",,"CWE-345: Insufficient verification of data authenticity (poisoned RAG, unsigned messages) | CWE-754: Improper check for unusual or exceptional conditions | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-501: Trust-boundary violation (RAG poisoning, indirect injection, context poisoning) | CWE-915: Improperly controlled modification of dynamically-determined object attributes (profanity / filter bypass)"
SAFETY_PROFANITY_CONTEXT_POISONING_CRESCENDO_JAILBREAKING,SAFETY_PROFANITY_,CONTEXT_POISONING_CRESCENDO_JAILBREAKING,LOW,AGENT_GOAL_HIJACK,"CWE-74,CWE-915,CWE-20",,"CWE-345,CWE-693,CWE-501,CWE-915",,"+CWE-345,CWE-501,CWE-693 -CWE-20,CWE-74",,"CWE-345: Insufficient verification of data authenticity (poisoned RAG, unsigned messages) | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-501: Trust-boundary violation (RAG poisoning, indirect injection, context poisoning) | CWE-915: Improperly controlled modification of dynamically-determined object attributes (profanity / filter bypass)"
SAFETY_PROFANITY_CONTEXT_POISONING_LINEAR_JAILBREAKING,SAFETY_PROFANITY_,CONTEXT_POISONING_LINEAR_JAILBREAKING,LOW,AGENT_GOAL_HIJACK,"CWE-74,CWE-915,CWE-20",,"CWE-345,CWE-693,CWE-501,CWE-915",,"+CWE-345,CWE-501,CWE-693 -CWE-20,CWE-74",,"CWE-345: Insufficient verification of data authenticity (poisoned RAG, unsigned messages) | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-501: Trust-boundary violation (RAG poisoning, indirect injection, context poisoning) | CWE-915: Improperly controlled modification of dynamically-determined object attributes (profanity / filter bypass)"
SAFETY_PROFANITY_CONTEXT_POISONING_SEQUENTIAL_JAILBREAKING,SAFETY_PROFANITY_,CONTEXT_POISONING_SEQUENTIAL_JAILBREAKING,LOW,AGENT_GOAL_HIJACK,"CWE-74,CWE-915,CWE-20",,"CWE-345,CWE-693,CWE-501,CWE-915",,"+CWE-345,CWE-501,CWE-693 -CWE-20,CWE-74",,"CWE-345: Insufficient verification of data authenticity (poisoned RAG, unsigned messages) | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-501: Trust-boundary violation (RAG poisoning, indirect injection, context poisoning) | CWE-915: Improperly controlled modification of dynamically-determined object attributes (profanity / filter bypass)"
SAFETY_PROFANITY_CONTEXT_POISONING_TREE_JAILBREAKING,SAFETY_PROFANITY_,CONTEXT_POISONING_TREE_JAILBREAKING,LOW,AGENT_GOAL_HIJACK,"CWE-74,CWE-915,CWE-20",,"CWE-345,CWE-693,CWE-501,CWE-915",,"+CWE-345,CWE-501,CWE-693 -CWE-20,CWE-74",,"CWE-345: Insufficient verification of data authenticity (poisoned RAG, unsigned messages) | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-501: Trust-boundary violation (RAG poisoning, indirect injection, context poisoning) | CWE-915: Improperly controlled modification of dynamically-determined object attributes (profanity / filter bypass)"
SAFETY_PROFANITY_GOAL_REDIRECTION,SAFETY_PROFANITY_,GOAL_REDIRECTION,LOW,AGENT_GOAL_HIJACK,"CWE-74,CWE-915,CWE-20",,"CWE-1284,CWE-915",,"+CWE-1284 -CWE-20,CWE-74",,"CWE-1284: Improper validation of input quantity/structure (manipulation, off-topic, jailbreak) | CWE-915: Improperly controlled modification of dynamically-determined object attributes (profanity / filter bypass)"
SAFETY_PROFANITY_GOAL_REDIRECTION_BAD_LIKERT_JUDGE,SAFETY_PROFANITY_,GOAL_REDIRECTION_BAD_LIKERT_JUDGE,LOW,AGENT_GOAL_HIJACK,"CWE-74,CWE-915,CWE-20",,"CWE-754,CWE-1284,CWE-693,CWE-915",,"+CWE-1284,CWE-693,CWE-754 -CWE-20,CWE-74",,"CWE-754: Improper check for unusual or exceptional conditions | CWE-1284: Improper validation of input quantity/structure (manipulation, off-topic, jailbreak) | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-915: Improperly controlled modification of dynamically-determined object attributes (profanity / filter bypass)"
